label,text
12,Symtoms are  fatigue  weight_loss  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  irregular_sugar_level  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  blurred_and_distorted_vision  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  obesity  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  excessive_hunger  increased_appetite  polyuria nan nan nan nan nan nan nan nan
12,Symtoms are  fatigue  weight_loss  restlessness  lethargy  irregular_sugar_level  blurred_and_distorted_vision  obesity  increased_appetite  polyuria nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  sunken_eyes  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  dehydration  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
17,Symtoms are  vomiting  sunken_eyes  diarrhoea nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  cough  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
6,Symtoms are  fatigue  high_fever  breathlessness  family_history  mucoid_sputum nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  chest_pain  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  dizziness  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
23,Symtoms are  headache  chest_pain  loss_of_balance  lack_of_concentration nan nan nan nan nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan
30,Symtoms are  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  excessive_hunger  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  stiff_neck  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  depression  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  irritability  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  visual_disturbances nan nan nan nan nan nan nan nan nan
30,Symtoms are  acidity  indigestion  headache  blurred_and_distorted_vision  excessive_hunger  stiff_neck  depression  irritability nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  weakness_in_limbs  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
7,Symtoms are  back_pain  neck_pain  dizziness  loss_of_balance nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  headache  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  weakness_of_one_body_side  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
32,Symtoms are  vomiting  headache  altered_sensorium nan nan nan nan nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan
28,Symtoms are  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  weight_loss  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  yellowish_skin  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  dark_urine  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  abdominal_pain nan nan nan nan nan nan nan nan nan nan
28,Symtoms are itching  vomiting  fatigue  weight_loss  high_fever  yellowish_skin  dark_urine nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan
29,Symtoms are  vomiting  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  high_fever  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  sweating  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  headache  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  nausea  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  diarrhoea  muscle_pain nan nan nan nan nan nan nan nan nan nan
29,Symtoms are  chills  vomiting  high_fever  sweating  headache  nausea  muscle_pain nan nan nan nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan
8,Symtoms are  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  lethargy  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  high_fever  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  headache  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  loss_of_appetite  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  mild_fever  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  swelled_lymph_nodes  malaise  red_spots_over_body nan nan nan nan nan nan nan
8,Symtoms are itching  skin_rash  fatigue  lethargy  high_fever  headache  loss_of_appetite  mild_fever  malaise  red_spots_over_body nan nan nan nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan
11,Symtoms are  chills  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  joint_pain  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  vomiting  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  fatigue  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  high_fever  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
11,Symtoms are  skin_rash  chills  joint_pain  vomiting  fatigue  headache  nausea  loss_of_appetite  pain_behind_the_eyes  back_pain  malaise  muscle_pain  red_spots_over_body nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  belly_pain nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos) nan nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
37,Symtoms are  chills  vomiting  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan
37,Symtoms are  chills  fatigue  high_fever  headache  nausea  constipation  abdominal_pain  diarrhoea  toxic_look_(typhos)  belly_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan
40,Symtoms are  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  dark_urine  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  abdominal_pain  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  diarrhoea  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
40,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  mild_fever  yellowing_of_eyes  muscle_pain nan nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan
19,Symtoms are  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  dark_urine  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  loss_of_appetite  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  abdominal_pain  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  yellow_urine  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
19,Symtoms are itching  fatigue  lethargy  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  malaise  receiving_blood_transfusion  receiving_unsterile_injections nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  family_history nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes nan nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
20,Symtoms are  fatigue  yellowish_skin  nausea  loss_of_appetite  yellowing_of_eyes  family_history nan nan nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan
21,Symtoms are  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  abdominal_pain  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  yellowing_of_eyes nan nan nan nan nan nan nan nan nan
21,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain nan nan nan nan nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan
22,Symtoms are  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  fatigue  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  high_fever  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  yellowish_skin  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  dark_urine  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  nausea  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
22,Symtoms are  joint_pain  vomiting  fatigue  high_fever  yellowish_skin  dark_urine  loss_of_appetite  abdominal_pain  yellowing_of_eyes  acute_liver_failure  coma  stomach_bleeding nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  fluid_overload nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption nan nan nan nan nan nan nan nan nan nan nan
3,Symtoms are  vomiting  yellowish_skin  abdominal_pain  swelling_of_stomach  distention_of_abdomen  history_of_alcohol_consumption  fluid_overload nan nan nan nan nan nan nan nan nan nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
36,Symtoms are  chills  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan
36,Symtoms are  vomiting  fatigue  weight_loss  cough  high_fever  breathlessness  sweating  loss_of_appetite  mild_fever  yellowing_of_eyes  swelled_lymph_nodes  malaise  phlegm  chest_pain  blood_in_sputum nan nan
